link,long_title,short_title,authors,date_filed,subjects
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2133-19th-congress,N/A,DIGNITY FOR WOMEN DEPRIVED OF LIBERTY ACT,"LEGARDA, LOREN B.","April 5, 2023",WOMEN; PERSONS DEPRIVED OF LIBERTY (PDL); JAIL FACILITY/PRISON FACILITY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2208-19th-congress,N/A,NAMRIA MODERNIZATION ACT,"VILLAR, CYNTHIA A.","May 17, 2023",NATIONAL MAPPING AND RESOURCE INFORMATION AUTHORITY (NAMRIA)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1646-19th-congress,N/A,CAAP DEVELOPMENT AND MODERNIZATION FUND ACT OF 2023,"REVILLA JR., RAMON BONG","October 1, 2023",CIVIL AVIATION AUTHORITY OF THE PHILIPPINES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2272-19th-congress,"AN ACT AMENDING SECTIONS 3, 17, AND 43 OF REPUBLIC ACT NO. 9184, OTHERWISE KNOWN AS THE GOVERNMENT PROCUREMENT REFORM ACT, PROVIDING FOR THE REQUIREMENTS OF FULL TRANSPARENCY AND FULL DISCLOSURE IN THE SUPPLY AGREEMENTS OR PURCHASE IN CONTRACTS ENTERED INTO BY THE GOVERNMENT OF THE PHILIPPINES (GOP), AND FOR OTHER PURPOSES","AMENDING SECS. 3, 17, AND 43, OF R.A. NO. 9184, (THE GOVERNMENT PROCUREMENT REFORM ACT)","TOLENTINO, FRANCIS ""TOL"" N.","January 6, 2023",Government procurement; PROCUREMENT LAW
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1963-19th-congress,"AN ACT ESTABLISHING ANTI-AGRICULTURAL SMUGGLING COURT, GRANTING THEM EXCLUSIVE ORIGINAL JURISDICTION OVER CASES INVOLVING AGRICULTURAL PRODUCTS, APPROPRIATING FUNDS THEREFOR AND FOR OTHER PURPOSES",ANTI-AGRICULTURAL SMUGGLING COURTS ACT OF 2023,"VILLAR, CYNTHIA A.; BINAY, MARIA LOURDES NANCY S.","June 3, 2023",ANTI-AGRICULTURAL SMUGGLING
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2021-19th-congress,N/A,INSTITUTIONALIZING THE SHARED SERVICE FACILITIES (SSF) PROJECT FOR MSMES,"ANGARA, SONNY","March 20, 2023","MAGNA CARTA FOR MICRO, SMALL AND MEDIUM-SCALE ENTERPRISES (R.A.NO. 6977); SHARED SERVICE FACILITIES (SSF) PROJECT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1719-19th-congress,N/A,SOCIAL BENEFIT CORPORATION ACT OF 2023,"MARCOS, IMEE R.","January 19, 2023",CORPORATION CODE; SOCIAL BENEFIT CORPORATION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1783-19th-congress,N/A,"CONVERTING THE BESAO, MOUNTAIN PROVINCE - TUBO, ABRA ROAD INTO A NATIONAL ROAD","MARCOS, IMEE R.","January 25, 2023","ROADS, CONVERSION"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2101-19th-congress,N/A,STUDENT LOAN PAYMENT MORATORIUM DURING DISASTERS AND EMERGENCIES ACT,"TULFO, RAFFY T.","April 26, 2023",STUDENT LOAN PROGRAM; MORATORIUM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2166-19th-congress,"AN ACT INCREASING THE BED CAPACITY OF THE WAO DISTRICT HOSPITAL, PROVINCE OF LANAO DEL SUR, FROM TWENTY-FIVE (25) TO ONE HUNDRED (100) BEDS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 3607, AND APPROPRIATING FUNDS THEREFOR","INCREASING THE BED CAPACITY OF THE WAO DISTRICT HOSPITAL, PROVINCE OF LANAO DEL SUR","MARCOS, IMEE R.","September 5, 2023","BED CAPACITY AND SERVICE CAPABILITY; HOSPITALS, INCREASE BED CAPACITY"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1857-19th-congress,N/A,GREEN PUBLIC PROCUREMENT ACT,"VILLAR, MARK A.","September 2, 2023",GREEN PUBLIC PROCUREMENT
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1921-19th-congress,N/A,PUBLIC SCHOOL TEACHERS' HOSPITAL BENEFITS ACT OF 2023,"TULFO, RAFFY T.","February 22, 2023",Public school teachers; BENEFITS AND INCENTIVES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1677-19th-congress,N/A,BAYANING ATLETANG FILIPINO ACT,"VILLAR, MARK A.","December 1, 2023",ATHLETES; ENDOWMENT FUND; BAYANING ATLETANG FILIPINO
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2059-19th-congress,N/A,MAGNA CARTA OF THE OUT-OF-SCHOOL YOUTH,"TULFO, RAFFY T.","November 4, 2023",MAGNA CARTA OF THE OUT-OF-SCHOOL YOUTH
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2379-19th-congress,"AN ACT GIVING SENIOR CITIZENS A TWENTY PERCENT (20%) DISCOUNT ON TRAVEL TAX, FURTHER AMENDING FOR THIS PURPOSE REPUBLIC ACT NO. 7432, OTHERWISE KNOWN AS AN ACT TO MAXIMIZE THE CONTRIBUTION OF SENIOR CITIZENS TO NATION BUILDING, GRANT BENEFITS AND SPECIAL PRIVILEGES AND FOR OTHER PURPOSES",20% TRAVEL TAX DISCOUNT FOR SENIOR CITIZENS,"ESTRADA, JINGGOY E.","January 8, 2023",TRAVEL TAX; DISCOUNT PRIVILEGES; SENIOR CITIZEN/ELDERLY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1816-19th-congress,N/A,COMBAT INCENTIVES ACT,"TULFO, RAFFY T.","January 31, 2023",COMBAT DUTY PAY; ARMED FORCES OF THE PHILIPPINES (AFP); PHILIPPINE NATIONAL POLICE (PNP); PHILIPPINE COAST GUARD
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1763-19th-congress,N/A,PROMOTING CORPORATIVE FARMING,"TULFO, RAFFY T.","January 25, 2023",CORPORATE FARMING/CORPORATIVE FARMING
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2391-19th-congress,AN ACT DECLARING MAY 8 AS THE PUBLIC LAND TRANSPORTATION WORKERS DAY,PUBLIC LAND TRANSPORTATION WORKERS DAY ACT,"VILLAR, CYNTHIA A.","July 8, 2023",PUBLIC LAND TRANSPORTATION WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1827-19th-congress,N/A,EXPANDING THE PROHIBITED ACTS OF DISCRIMINATION AGAINST WOMEN ON ACCOUNT OF SEX,"LAPID, MANUEL ""LITO"" M.","January 2, 2023",WOMEN; LABOR CODE OF THE PHILIPPINES (P.D.NO. 442); ANTI-DISCRIMINATION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2080-19th-congress,N/A,CREATING THE ISABELA TOURISM COUNCIL,"TULFO, RAFFY T.","April 19, 2023",TOURISM DEVELOPMENT AREA (TDA)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2144-19th-congress,N/A,AMENDING R.A. NO 7279 (THE URBAN DEVELOPMENT AND HOUSING ACT OF 1992),"ESTRADA, JINGGOY E.","September 5, 2023",URBAN DEVELOPMENT AND HOUSING ACT (R.A.NO. 7279); SOCIAL HOUSING PROGRAM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1836-19th-congress,"AN ACT DECLARING FEBRUARY 21 OF EVERY YEAR A SPECIAL NON-WORKING HOLIDAY IN THE PROVINCE OF MARINDUQUE TO BE KNOWN AS ARAW NG MARINDUQUE, IN COMMEMORATION OF ITS FOUNDING ANNIVERSARY",ARAW NG MARINDUQUE,"LAPID, MANUEL ""LITO"" M.","June 2, 2023",HOLIDAYS (SPECIAL NON-WORKING)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1900-19th-congress,N/A,WANGAL INTEGRATED SCHOOL,"MARCOS, IMEE R.","February 20, 2023","SCHOOLS, CONVERSION"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1657-19th-congress,N/A,PEOPLES PARTICIPATION IN INDUSTRY CLUSTER-BASED PROGRAMS AND PROJECT ACT,"REVILLA JR., RAMON BONG","December 1, 2023",INDUSTRY CLUSTER-BASED PROGRAMS/PROJECTS; PEOPLES PARTICIPATION
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1974-19th-congress,AN ACT PROVIDING FOR THE ENABLING ENVIRONMENT TO FOSTER THE GROWTH OF PUBLIC-PRIVATE PARTNERSHIPS FOR INFRASTRUCTURE AND OTHER DEVELOPMENT PROJECTS,PUBLIC-PRIVATE PARTNERSHIP (PPP) ACT,"EJERCITO, JOSEPH VICTOR G.","July 3, 2023",PUBLIC-PRIVATE PARTNERSHIP (PPP) PROJECTS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1794-19th-congress,N/A,ZERO FOOD WASTE ACT,"REVILLA JR., RAMON BONG","January 30, 2023",ZERO FOOD WASTE; FOOD RECYCLING
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2112-19th-congress,"AN ACT MODERNIZING THE PHILIPPINE COAST GUARD, CREATING FOR THE PURPOSE THE PHILIPPINE COAST GUARD MODERNIZATION TRUST FUND AND APPROPRIATING FUNDS THEREFOR",PHILIPPINE COAST GUARD MODERNIZATION ACT,"GO, CHRISTOPHER LAWRENCE T.","March 5, 2023",PHILIPPINE COAST GUARD; trust fund
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2176-19th-congress,"AN ACT ESTABLISHING A TECHNICAL EDUCATION AND SKILLS DEVELOPMENT AUTHORITY (TESDA) TRAINING CENTER IN THE MUNICIPALITY OF ISULAN, PROVINCE OF SULTAN KUDARAT, AND APPROPRIATING FUNDS THEREFOR",SULTAN KUDARAT PROVINCIAL TESDA TRAINING CENTER ACT,"TULFO, RAFFY T.","October 5, 2023",TECHNICAL EDUCATION AND SKILLS DEVELOPMENT AUTHORITY (TESDA); TESDA TRAINING AND ACCREDITATION CENTER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1933-19th-congress,N/A,"BARANGAY KAPATAGAN, DIGOS, DAVAO DEL SUR, AN ECOTOURISM SITE","MARCOS, IMEE R.","February 27, 2023",ECOTOURISM SITES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1943-19th-congress,N/A,"CONVERTING THE ROAD FROM SITIO BOLIGANAY TO KABALIWAN, SAN AGUSTIN, ROMBLON, INTO A NATIONAL ROAD","MARCOS, IMEE R.","January 3, 2023","ROADS, CONVERSION"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1635-19th-congress,"AN ACT REQUIRING MANDATORY INSURANCE OF ALL BUILDINGS AND OTHER PHYSICAL STRUCTURES OWNED BY LOCAL GOVERNMENT UNITS, AMENDING FOR THIS PURPOSE, REPUBLIC ACT NO. 7160, OTHERWISE KNOWN AS THE LOCAL GOVERNMENT CODE",MANDATORY INSURANCE OF ALL BUILDINGS AND OTHER PHYSICAL STRUCTURES OWNED BY LOCAL GOVERNMENT UNITS,"EJERCITO, JOSEPH VICTOR G.","April 1, 2023",INSURANCE; LOCAL GOVERNMENT UNITS (LGUs); LOCAL GOVERNMENT CODE (R.A.NO. 7160)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2261-19th-congress,N/A,"CONVERTING THE JOLO CIRCUMFERENTIAL ROAD,  PROVINCE OF SULU, INTO A NATIONAL ROAD","MARCOS, IMEE R.","May 29, 2023","ROADS, CIRCUMFERENTIAL ROAD CONSTRUCTION; ROADS, CONVERSION"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1953-19th-congress,N/A,SABLAYAN MEDICAL CENTER (OCCIDENTAL MINDORO),"MARCOS, IMEE R.","February 3, 2023","HOSPITALS, ESTABLISHMENT"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2017-19th-congress,N/A,NATIONAL EDUCATION COUNCIL ACT,"GATCHALIAN, WIN","March 20, 2023",EDUCATION COUNCIL
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1773-19th-congress,N/A,ANTIPOLO CITY TESDA TRAINING AND ASSESSMENT CENTER ACT,"MARCOS, IMEE R.","January 25, 2023",TESDA TRAINING AND ASSESSMENT CENTER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2399-19th-congress,"AN ACT TO DESIGNATE THE SEVENTH (7TH) DAY OF APRIL OF EVERY YEAR AS BARANGAY HEALTH AND NUTRITION WORKERS DAY, MANDATING CONCERNED AGENCIES TO CONDUCT EVENTS DURING ITS OBSERVANCE, TO APPROPRIATE FUNDS THEREFOR, AND FOR OTHER PURPOSES",BARANGAY HEALTH AND NUTRITION WORKERS' DAY ACT,"GO, CHRISTOPHER LAWRENCE T.","October 8, 2023",BARANGAY HEALTH WORKER; BARANGAY NUTRITION WORKER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2091-19th-congress,N/A,EXTENDING THE LIFE OF THE PHILIPPINE AEROSPACE DEVELOPMENT CORPORATION (PADC),"VILLAR, MARK A.","April 25, 2023",PHILIPPINE AEROSPACE DEVELOPMENT CORPORATION (PADC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2155-19th-congress,N/A,"DECLARING THE IMMEDIATE ENVIRONS OF SAN ROQUE PARISH CHURCH, A TOURISM DESTINATION","REVILLA JR., RAMON BONG","September 5, 2023",TOURISM DESTINATION; CHURCHES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1847-19th-congress,"AN ACT STRENGTHENING THE COMMISSION ON ELECTIONS (COMELEC) INCREASING THE MANPOWER COMPLEMENT IN ITS FIELD OFFICES, PROVIDING OFFICE SPACES SEPARATE AND INDEPENDENT FROM LOCAL GOVERNMENT UNITS, AMENDING FOR THE PURPOSE BATAS PAMBANSA BLG. 881, AS AMENDED, OTHERWISE KNOWN AS THE OMNIBUS ELECTION CODE OF THE PHILIPPINES AND APPROPRIATING FUNDS THEREFOR",STRENGTHENING THE COMMISSION ON ELECTIONS,"DELA ROSA, RONALD ""BATO""","July 2, 2023",OMNIBUS ELECTION CODE (BATAS PAMBANSA BLG. 881); COMMISSION ON ELECTION (COMELEC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2230-19th-congress,N/A,ANTI-OBESITY ACT OF 2023,"VILLAR, CYNTHIA A.","May 23, 2023",OBESITY; ANTI-OBESITY EDUCATION PROGRAM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1667-19th-congress,N/A,NATIONAL PARKS OF 2023,"VILLAR, MARK A.","December 1, 2023",PUBLIC PARKS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2295-19th-congress,"AN ACT STRENGTHENING THE BULACAN STATE UNIVERSITY AS A SYSTEM, PROVIDING FOR ITS POWERS AND FUNCTIONS, AMENDING FOR THE PURPOSE REPUBLIC ACT NO. 7665, OTHERWISE KNOWN AS AN ACT CONVERTING THE BULACAN COLLEGE OF ARTS AND TRADES IN THE PROVINCE OF BULACAN INTO A STATE UNIVERSITY TO BE KNOWN AS THE BULACAN STATE UNIVERSITY, AND APPROPRIATING FUNDS THEREFOR, AND FOR OTHER PURPOSES",REVISED BULACAN STATE UNIVERSITY CHARTER,"GATCHALIAN, WIN","December 7, 2023",STATE UNIVERSITIES AND COLLEGES (SUCS); BULACAN STATE UNIVERSITY SYSTEMS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1985-19th-congress,N/A,"CREATING BARANGAY PAG-ASA IN THE MUNICIPALITY OF KALAMANSIG, SULTAN KUDARAT","MARCOS, IMEE R.","August 3, 2023","BARANGAY, CREATION"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2049-19th-congress,N/A,"EXEMPTING MICROINSURANCE POLICIES FROM VAT, LIFE INSURANCE PREMIUMS AND DOCUMENTARY STAMP TAX","TULFO, RAFFY T.","March 30, 2023",TAXES (VALUE-ADDED TAX / VAT); DOCUMENTARY STAMP TAX; MICROINSURANCE; NATIONAL INTERNAL REVENUE CODE (NIRC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1742-19th-congress,N/A,"BACARRA, ILOCOS NORTE TESDA TRAINING AND ASSESSMENT CENTER ACT","MARCOS, IMEE R.","January 23, 2023",TESDA TRAINING AND ASSESSMENT CENTER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1805-19th-congress,N/A,SOILESS AGRICULTURAL PRODUCTION ACT,"MARCOS, IMEE R.","January 30, 2023",AEROPONICS TECHNOLOGY; HYDROPONICS AGRICULTURE; AQUAPONICS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2123-19th-congress,N/A,ESTABLISHING REGIONAL AND LOCAL CONCERTS AND ARTS FAIRS,"VILLAR, MARK A.","March 5, 2023",REGIONAL AND LOCAL CONCERT AND ARTS FAIRS; MUSIC INDUSTRY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2187-19th-congress,N/A,FREE DIALYSIS FOR SENIOR CITIZENS ACT OF 2023,"VILLAR, CYNTHIA A.","May 15, 2023",DIALYSIS; SENIOR CITIZEN/ELDERLY; DIALYSIS CENTER; DEPARTMENT OF HEALTH (DOH)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2134-19th-congress,N/A,ENVIRONMENTAL UNIT IN EVERY BANKING INSTITUTION ACT,"LEGARDA, LOREN B.","April 5, 2023",ENVIRONMENTAL UNITS; LOAN PROGRAMS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2209-19th-congress,N/A,PLASTIC STRAWS BAN ACT,"VILLAR, CYNTHIA A.","May 17, 2023",PLASTIC/PLASTIC BAGS/PLASTIC PRODUCTS/PLASTIC WASTE
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1647-19th-congress,N/A,MEDICAL RESERVE CORPS ACT,"LEGARDA, LOREN B.","November 1, 2023",MEDICAL RESERVE CORPS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2273-19th-congress,"AN ACT REQUIRING THE PARTICIPATION OF THE OFFICE OF THE SOLICITOR GENERAL (OSG) IN ALL CONTRACT NEGOTIATIONS WITH FOREIGN GOVERNMENTS, CORPORATIONS, ENTITIES, OR INDIVIDUALS AMENDING FOR THE PURPOSE SECTION 35, CHAPTER 12, TITLE III, BOOK IV OF EXECUTIVE ORDER NO. 292, OTHERWISE KNOWN AS THE ADMINISTRATIVE CODE OF 1987 AND FOR OTHER PURPOSES","PARTICIPATION OF THE OSG IN ALL CONTRACT NEGOTIATIONS WITH FOREIGN GOVERNMENTS, CORPORATIONS","TOLENTINO, FRANCIS ""TOL"" N.","January 6, 2023",OFFICE OF THE SOLICITOR GENERAL; ADMINISTRATIVE CODE OF 1987 (E.O.NO. 292)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1965-19th-congress,"AN ACT RESTRUCTURING THE PHILIPPINE NATIONAL POLICE, AMENDING FOR THE PURPOSE SECTIONS 25, 26, 29, 30, 31, 35, 36, AND 67 OF REPUBLIC ACT NO. 6975, OTHERWISE KNOWN AS THE DEPARTMENT OF THE INTERIOR AND LOCAL GOVERNMENT ACT OF 1990, AS AMENDED, AND SECTION 32 OF REPUBLIC ACT NO. 8551, OTHERWISE KNOWN AS THE PHILIPPINE NATIONAL POLICE REFORM AND REORGANIZATION ACT OF 1998, AND APPROPRIATING FUNDS THEREFOR",RESTRUCTURING THE PHILIPPINE NATIONAL POLICE,"EJERCITO, JOSEPH VICTOR G.","July 3, 2023",PHILIPPINE NATIONAL POLICE (PNP); PHILIPPINE NATIONAL POLICE REFORM AND REORGANIZATION ACT OF 1998 (R.A.NO. 8551); DEPARTMENT OF THE  INTERIOR AND LOCAL GOVERNMENT (DILG)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2030-19th-congress,N/A,AMENDING SEC. 6 OF R.A. NO. 6958 (CHARTER OF THE MACTAN INTERNATIONAL AIRPORT AUTHORITY),"ANGARA, SONNY","March 21, 2023",AIRPORT AUTHORITY
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1720-19th-congress,N/A,FERTILIZER AND PESTICIDE TAX IMMUNITY ACT,"MARCOS, IMEE R.","January 19, 2023",FERTILIZER; TAXES/TAXATION; FARMERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1784-19th-congress,N/A,FORMER PRESIDENTS BENEFITS ACT OF 2023,"GO, CHRISTOPHER LAWRENCE T.","January 26, 2023",PRESIDENT OF THE PHILIPPINES; BENEFITS AND INCENTIVES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2102-19th-congress,N/A,THE BARANGAY SKILLED WORKERS REGISTRY ACT OF 2023,"TULFO, RAFFY T.","April 26, 2023",REGISTRY OF PROFESSIONAL/SKILLED WORKERS; BARANGAYS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2167-19th-congress,"AN ACT ESTABLISHING A TECHNICAL EDUCATION AND SKILLS DEVELOPMENT AUTHORITY (TESDA) TRAINING AND ASSESSMENT CENTER IN THE MUNICIPALITY OF TUBOD, PROVINCE OF LANAO DEL NORTE, TO BE KNOWN AS THE TUBOD TESDA TRAINING AND ASSESSMENT CENTER, AND APPROPRIATING FUNDS THEREFOR",TUBOD TESDA TRAINING AND ASSESSMENT CENTER ACT,"MARCOS, IMEE R.","September 5, 2023",TESDA TRAINING AND ASSESSMENT CENTER
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1858-19th-congress,N/A,COMPREHENSIVE  LUPUS PREVENTION ACT,"VILLAR, MARK A.","September 2, 2023",LUPUS DISEASE; SYSTEMIC LUPUS ERYTHEMATOSUS (SLE)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1922-19th-congress,N/A,AMENDING REPUBLIC ACT NO. 9433 (MAGNA CARTA FOR PUBLIC SOCIAL WORKERS),"ESTRADA, JINGGOY E.","February 23, 2023",MAGNA CARTA FOR PUBLIC SOCIAL WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2240-19th-congress,N/A,AMENDING ART. 320 OF ACT NO. 3815 ON DESTRUCTIVE ARSON (PENAL CODE OF THE PHILIPPINES),"TOLENTINO, FRANCIS ""TOL"" N.","May 24, 2023",REVISED PENAL CODE (R.A.NO. 3815); ARSON
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1678-19th-congress,N/A,AMENDING R.A. NO.8042 (MIGRANT WORKERS AND OVERSEAS FILIPINOS ACT OF 1995),"EJERCITO, JOSEPH VICTOR G.","January 16, 2023",legal assistance; OVERSEAS FILIPINO WORKERS (OFWS)/ MIGRANT WORKERS
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2060-19th-congress,"AN ACT CREATING ANTI-DRUG ABUSE COUNCIL IN ALL PROVINCES, CITIES, MUNICIPALITIES, AND BARANGAYS THROUGHOUT THE COUNTRY AND PROVIDING FUNDS THEREFOR","CREATING ANTI-DRUG ABUSE COUNCIL IN ALL PROVINCES, CITIES, MUNICIPALITIES AND BARANGAYS","TULFO, RAFFY T.","November 4, 2023",ANTI-DRUG ABUSE COUNCILS (ADACS)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1753-19th-congress,N/A,OGCC CHARTER OF 2023,"ANGARA, SONNY","January 24, 2023",OFFICE OF THE GOVERNMENT CORPORATE COUNSEL
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2380-19th-congress,AN ACT PENALIZING CERTAIN ACTS IN THE IMPOSITION OF EXCESSIVE PLACEMENT FEES AGAINST OVERSEAS FILIPINO WORKERS,FAIR PLACEMENT FEES FOR OFWS ACT,"LAPID, MANUEL ""LITO"" M.","January 8, 2023",OVERSEAS FILIPINO WORKERS (OFW); FEES AND CHARGES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1817-19th-congress,N/A,MENTAL HEALTH PROMOTION AND LEAVE ACT FOR EMPLOYEES,"TULFO, RAFFY T.","January 31, 2023",MENTAL HEALTH; leave; EMPLOYEES
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2071-19th-congress,N/A,MODERNIZED NATIONAL MEASUREMENT SYSTEM ACT,"ESTRADA, JINGGOY E.","April 17, 2023",NATIONAL MEASUREMENT SYSTEM
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1828-19th-congress,"AN ACT TO DESIGNATE THE FOURTH (4TH) DAY OF APRIL OF EVERY YEAR A SPECIAL NON-WORKING HOLIDAY IN THE CITY OF ANTIPOLO, PROVINCE OF RIZAL, TO BE KNOWN AS ARAW NG ANTIPOLO, IN COMMEMORATION OF ITS CITYHOOD ANNIVERSARY",ARAW NG ANTIPOLO ACT,"LAPID, MANUEL ""LITO"" M.","January 2, 2023",HOLIDAYS (SPECIAL NON-WORKING)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2081-19th-congress,N/A,AMENDING R.A. NO. 8479 (THE DOWNSTREAM OIL INDUSTRY DEREGULATION ACT),"GATCHALIAN, WIN","April 19, 2023",DOWNSTREAM OIL INDUSTRY DEREGULATION ACT (R.A.NO. 8479)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2145-19th-congress,N/A,INFORMER'S REWARD FOR THE DISCOVERY OF VIOLATIONS OF THE NATIONAL INTERNAL REVENUE CODE,"ESTRADA, JINGGOY E.","September 5, 2023",INFORMERS; NATIONAL INTERNAL REVENUE CODE (NIRC)
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1837-19th-congress,N/A,CHARTER OF THE SCIENCE CITY OF UBAY,"ANGARA, SONNY","June 2, 2023","MUNICIPALITY, CONVERSION (CITYHOOD); CITY CHARTER, REVISION/AMENDMENTS"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-1901-19th-congress,N/A,TAWANG INTEGRATED SCHOOL,"MARCOS, IMEE R.","February 20, 2023","SCHOOLS, CONVERSION"
https://ldr.senate.gov.ph/legislative-issuances/senate-bills/bills/senate-bill-no-2220-19th-congress,N/A,MABINI-MOSANGOT BRIDGE,"MARCOS, IMEE R.","May 22, 2023",BRIDGES
